"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2014","Spain","Services of curative care","Discharges","Number","5 235 786.00",""
"2014","Spain","Services of curative care","In-patient average length of stay (in days)","Number","6.00",""
"2014","Spain","Services of curative care","Bed-days","Number","31 433 416.00",""
"2014","Spain","In-patient care","Discharges","Number","5 264 867.00",""
"2014","Spain","In-patient care","In-patient average length of stay (in days)","Number","7.36",""
"2014","Spain","In-patient care","Bed-days","Number",":",""
"2014","France","Services of curative care","Discharges","Number","11 046 434.00",""
"2014","France","Services of curative care","In-patient average length of stay (in days)","Number","5.60",""
"2014","France","Services of curative care","Bed-days","Number","61 821 970.00",""
"2014","France","In-patient care","Discharges","Number","12 754 167.00",""
"2014","France","In-patient care","In-patient average length of stay (in days)","Number","8.87",""
"2014","France","In-patient care","Bed-days","Number",":",""
"2014","Croatia","Services of curative care","Discharges","Number","666 263.00",""
"2014","Croatia","Services of curative care","In-patient average length of stay (in days)","Number","6.67",""
"2014","Croatia","Services of curative care","Bed-days","Number","4 441 448.00",""
"2014","Croatia","In-patient care","Discharges","Number","738 587.00",""
"2014","Croatia","In-patient care","In-patient average length of stay (in days)","Number","8.79",""
"2014","Croatia","In-patient care","Bed-days","Number",":",""
"2014","Italy","Services of curative care","Discharges","Number","6 486 463.00",""
"2014","Italy","Services of curative care","In-patient average length of stay (in days)","Number","6.80",""
"2014","Italy","Services of curative care","Bed-days","Number","44 090 270.00",""
"2014","Italy","In-patient care","Discharges","Number","7 296 843.00",""
"2014","Italy","In-patient care","In-patient average length of stay (in days)","Number","7.76",""
"2014","Italy","In-patient care","Bed-days","Number",":",""
"2014","Cyprus","Services of curative care","Discharges","Number","66 622.00","d"
"2014","Cyprus","Services of curative care","In-patient average length of stay (in days)","Number","5.80","d"
"2014","Cyprus","Services of curative care","Bed-days","Number","389 459.00","d"
"2014","Cyprus","In-patient care","Discharges","Number","67 285.00","d"
"2014","Cyprus","In-patient care","In-patient average length of stay (in days)","Number","6.40","d"
"2014","Cyprus","In-patient care","Bed-days","Number",":",""
"2014","Latvia","Services of curative care","Discharges","Number","292 328.00",""
"2014","Latvia","Services of curative care","In-patient average length of stay (in days)","Number","5.87",""
"2014","Latvia","Services of curative care","Bed-days","Number","1 716 392.00",""
"2014","Latvia","In-patient care","Discharges","Number","369 804.00",""
"2014","Latvia","In-patient care","In-patient average length of stay (in days)","Number","8.31",""
"2014","Latvia","In-patient care","Bed-days","Number",":",""
"2014","Lithuania","Services of curative care","Discharges","Number","657 953.00",""
"2014","Lithuania","Services of curative care","In-patient average length of stay (in days)","Number","6.80",""
"2014","Lithuania","Services of curative care","Bed-days","Number","4 476 209.00",""
"2014","Lithuania","In-patient care","Discharges","Number","673 064.00",""
"2014","Lithuania","In-patient care","In-patient average length of stay (in days)","Number","7.87",""
"2014","Lithuania","In-patient care","Bed-days","Number",":",""
"2014","Luxembourg","Services of curative care","Discharges","Number","77 451.00",""
"2014","Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number","7.27",""
"2014","Luxembourg","Services of curative care","Bed-days","Number","563 383.00",""
"2014","Luxembourg","In-patient care","Discharges","Number","79 635.00",""
"2014","Luxembourg","In-patient care","In-patient average length of stay (in days)","Number","8.76",""
"2014","Luxembourg","In-patient care","Bed-days","Number",":",""
"2014","Hungary","Services of curative care","Discharges","Number","1 748 748.00",""
"2014","Hungary","Services of curative care","In-patient average length of stay (in days)","Number","5.64",""
"2014","Hungary","Services of curative care","Bed-days","Number","9 862 399.00",""
"2014","Hungary","In-patient care","Discharges","Number","2 012 373.00",""
"2014","Hungary","In-patient care","In-patient average length of stay (in days)","Number","9.45",""
"2014","Hungary","In-patient care","Bed-days","Number",":",""
"2014","Malta","Services of curative care","Discharges","Number","63 681.00",""
"2014","Malta","Services of curative care","In-patient average length of stay (in days)","Number","5.19",""
"2014","Malta","Services of curative care","Bed-days","Number","330 792.00",""
"2014","Malta","In-patient care","Discharges","Number","66 710.00",""
"2014","Malta","In-patient care","In-patient average length of stay (in days)","Number","7.87",""
"2014","Malta","In-patient care","Bed-days","Number",":",""
"2014","Netherlands","Services of curative care","Discharges","Number",":",""
"2014","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number","6.70",""
"2014","Netherlands","Services of curative care","Bed-days","Number",":",""
"2014","Netherlands","In-patient care","Discharges","Number",":",""
"2014","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2014","Netherlands","In-patient care","Bed-days","Number",":",""
"2014","Austria","Services of curative care","Discharges","Number","2 092 479.00",""
"2014","Austria","Services of curative care","In-patient average length of stay (in days)","Number","6.50",""
"2014","Austria","Services of curative care","Bed-days","Number","13 522 396.00",""
"2014","Austria","In-patient care","Discharges","Number","2 244 340.00",""
"2014","Austria","In-patient care","In-patient average length of stay (in days)","Number","8.20",""
"2014","Austria","In-patient care","Bed-days","Number",":",""
"2014","Poland","Services of curative care","Discharges","Number","6 399 996.00",""
"2014","Poland","Services of curative care","In-patient average length of stay (in days)","Number","6.60",""
"2014","Poland","Services of curative care","Bed-days","Number","42 234 614.00",""
"2014","Poland","In-patient care","Discharges","Number","6 513 243.00",""
"2014","Poland","In-patient care","In-patient average length of stay (in days)","Number","6.90",""
"2014","Poland","In-patient care","Bed-days","Number",":",""
"2014","Portugal","Services of curative care","Discharges","Number","1 124 470.00",""
"2014","Portugal","Services of curative care","In-patient average length of stay (in days)","Number","8.80",""
"2014","Portugal","Services of curative care","Bed-days","Number","9 898 607.00",""
"2014","Portugal","In-patient care","Discharges","Number","1 128 172.00",""
"2014","Portugal","In-patient care","In-patient average length of stay (in days)","Number","8.90",""
"2014","Portugal","In-patient care","Bed-days","Number",":",""
"2014","Romania","Services of curative care","Discharges","Number","3 867 498.00",""
"2014","Romania","Services of curative care","In-patient average length of stay (in days)","Number","6.25",""
"2014","Romania","Services of curative care","Bed-days","Number","24 160 196.00",""
"2014","Romania","In-patient care","Discharges","Number","4 234 573.00",""
"2014","Romania","In-patient care","In-patient average length of stay (in days)","Number","7.49",""
"2014","Romania","In-patient care","Bed-days","Number",":",""
"2014","Slovenia","Services of curative care","Discharges","Number","344 635.00",""
"2014","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number","6.56",""
"2014","Slovenia","Services of curative care","Bed-days","Number","2 260 051.00",""
"2014","Slovenia","In-patient care","Discharges","Number","379 517.00",""
"2014","Slovenia","In-patient care","In-patient average length of stay (in days)","Number","6.90",""
"2014","Slovenia","In-patient care","Bed-days","Number",":",""
"2014","Slovakia","Services of curative care","Discharges","Number","934 056.00","b"
"2014","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number","7.00","b"
"2014","Slovakia","Services of curative care","Bed-days","Number","6 473 176.00","b"
"2014","Slovakia","In-patient care","Discharges","Number","1 052 702.00",""
"2014","Slovakia","In-patient care","In-patient average length of stay (in days)","Number","7.50",""
"2014","Slovakia","In-patient care","Bed-days","Number",":",""
"2014","Finland","Services of curative care","Discharges","Number","900 172.00",""
"2014","Finland","Services of curative care","In-patient average length of stay (in days)","Number","6.70",""
"2014","Finland","Services of curative care","Bed-days","Number","6 030 800.00",""
"2014","Finland","In-patient care","Discharges","Number","921 713.00",""
"2014","Finland","In-patient care","In-patient average length of stay (in days)","Number","10.60",""
"2014","Finland","In-patient care","Bed-days","Number",":",""
"2014","Sweden","Services of curative care","Discharges","Number","1 471 256.00",""
"2014","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.57",""
"2014","Sweden","Services of curative care","Bed-days","Number",":",""
"2014","Sweden","In-patient care","Discharges","Number","1 520 942.00",""
"2014","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.79",""
