"TIME","GEO","UNIT","SEX","ICD10","Value","Value_imp"
2013,"Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",24,FALSE
2013,"Iceland","Number","Total","Pneumonia, organism unspecified",63,FALSE
2013,"Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",2,FALSE
2013,"Liechtenstein","Number","Total","Other sepsis",2,FALSE
2013,"Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1,TRUE
2013,"Liechtenstein","Number","Total","Pneumonia, organism unspecified",10,FALSE
2013,"Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",591,FALSE
2013,"Norway","Number","Total","Other sepsis",396,FALSE
2013,"Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",817,FALSE
2013,"Norway","Number","Total","Pneumonia, organism unspecified",1428,FALSE
2013,"Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",601,FALSE
2013,"Switzerland","Number","Total","Other sepsis",185,FALSE
2013,"Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1612,FALSE
2013,"Switzerland","Number","Total","Pneumonia, organism unspecified",1178,FALSE
2013,"United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3677,FALSE
2013,"United Kingdom","Number","Total","Other sepsis",2564,FALSE
2013,"United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",17322,FALSE
2013,"United Kingdom","Number","Total","Pneumonia, organism unspecified",28936,FALSE
2013,"Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",395,FALSE
2013,"Serbia","Number","Total","Other sepsis",188,FALSE
2013,"Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1291,FALSE
2013,"Serbia","Number","Total","Pneumonia, organism unspecified",893,FALSE
2013,"Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",2844,FALSE
2013,"Turkey","Number","Total","Other sepsis",3527,FALSE
2013,"Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",6003,FALSE
2013,"Turkey","Number","Total","Pneumonia, organism unspecified",5822,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",36952,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Total","Other sepsis",37061,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",97191,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",82181,FALSE
2014,"European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",40260,FALSE
2014,"European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",39800,FALSE
2014,"European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",117014,FALSE
2014,"European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",110192,FALSE
2014,"Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1269,FALSE
2014,"Belgium","Number","Total","Other sepsis",1280,FALSE
2014,"Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3144,FALSE
2014,"Belgium","Number","Total","Pneumonia, organism unspecified",3201,FALSE
2014,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",282,FALSE
2014,"Bulgaria","Number","Total","Other sepsis",176,FALSE
2014,"Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1339,FALSE
2014,"Bulgaria","Number","Total","Pneumonia, organism unspecified",1248,FALSE
2014,"Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",575,FALSE
2014,"Czechia","Number","Total","Other sepsis",1173,FALSE
2014,"Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2426,FALSE
2014,"Czechia","Number","Total","Pneumonia, organism unspecified",1969,FALSE
2014,"Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",591,FALSE
2014,"Denmark","Number","Total","Other sepsis",318,FALSE
2014,"Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1820,FALSE
2014,"Denmark","Number","Total","Pneumonia, organism unspecified",718,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",9589,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis",8444,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",16342,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified",16019,FALSE
2014,"Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",109,FALSE
2014,"Estonia","Number","Total","Other sepsis",18,FALSE
2014,"Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",369,FALSE
2014,"Estonia","Number","Total","Pneumonia, organism unspecified",110,FALSE
2014,"Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",159,FALSE
2014,"Ireland","Number","Total","Other sepsis",137,FALSE
2014,"Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",633,FALSE
2014,"Ireland","Number","Total","Pneumonia, organism unspecified",989,FALSE
2014,"Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",404,FALSE
2014,"Greece","Number","Total","Other sepsis",3111,FALSE
2014,"Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",6395,FALSE
2014,"Greece","Number","Total","Pneumonia, organism unspecified",1005,FALSE
2014,"Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3284,FALSE
2014,"Spain","Number","Total","Other sepsis",3224,FALSE
2014,"Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",13197,FALSE
2014,"Spain","Number","Total","Pneumonia, organism unspecified",8080,FALSE
2014,"France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5397,FALSE
2014,"France","Number","Total","Other sepsis",5333,FALSE
2014,"France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",12390,FALSE
2014,"France","Number","Total","Pneumonia, organism unspecified",10444,FALSE
2014,"France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5090,FALSE
2014,"France (metropolitan)","Number","Total","Other sepsis",5188,FALSE
2014,"France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",12086,FALSE
2014,"France (metropolitan)","Number","Total","Pneumonia, organism unspecified",10231,FALSE
2014,"Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",155,FALSE
2014,"Croatia","Number","Total","Other sepsis",196,FALSE
2014,"Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",735,FALSE
2014,"Croatia","Number","Total","Pneumonia, organism unspecified",370,FALSE
2014,"Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5644,FALSE
2014,"Italy","Number","Total","Other sepsis",7573,FALSE
2014,"Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",10547,FALSE
2014,"Italy","Number","Total","Pneumonia, organism unspecified",8935,FALSE
2014,"Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",52,FALSE
2014,"Cyprus","Number","Total","Other sepsis",61,FALSE
2014,"Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",154,FALSE
2014,"Cyprus","Number","Total","Pneumonia, organism unspecified",65,FALSE
2014,"Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",256,FALSE
2014,"Latvia","Number","Total","Other sepsis",33,FALSE
2014,"Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",432,FALSE
2014,"Latvia","Number","Total","Pneumonia, organism unspecified",339,FALSE
2014,"Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",344,FALSE
2014,"Lithuania","Number","Total","Other sepsis",330,FALSE
2014,"Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",700,FALSE
2014,"Lithuania","Number","Total","Pneumonia, organism unspecified",409,FALSE
2014,"Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",22,FALSE
2014,"Luxembourg","Number","Total","Other sepsis",31,FALSE
2014,"Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",73,FALSE
2014,"Luxembourg","Number","Total","Pneumonia, organism unspecified",64,FALSE
2014,"Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",755,FALSE
2014,"Hungary","Number","Total","Other sepsis",55,FALSE
2014,"Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3043,FALSE
2014,"Hungary","Number","Total","Pneumonia, organism unspecified",294,FALSE
2014,"Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",10,FALSE
2014,"Malta","Number","Total","Other sepsis",18,FALSE
2014,"Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",115,FALSE
2014,"Malta","Number","Total","Pneumonia, organism unspecified",111,FALSE
2014,"Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1432,FALSE
2014,"Netherlands","Number","Total","Other sepsis",1688,FALSE
2014,"Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2924,FALSE
2014,"Netherlands","Number","Total","Pneumonia, organism unspecified",2859,FALSE
2014,"Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",612,FALSE
2014,"Austria","Number","Total","Other sepsis",109,FALSE
2014,"Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",976,FALSE
