"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2014","Czechia","For-profit private ownership","Inhabitants per ...","1 028.87",""
"2014","Czechia","For-profit private ownership","Per hundred thousand inhabitants","97.19",""
"2014","Denmark","Public ownership","Number","14 232.00","b"
"2014","Denmark","Public ownership","Inhabitants per ...","396.53","b"
"2014","Denmark","Public ownership","Per hundred thousand inhabitants","252.19","b"
"2014","Denmark","Not-for-profit private ownership","Number","612.00",""
"2014","Denmark","Not-for-profit private ownership","Inhabitants per ...","9 221.36",""
"2014","Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants","10.84",""
"2014","Denmark","For-profit private ownership","Number","330.00",""
"2014","Denmark","For-profit private ownership","Inhabitants per ...","17 101.44",""
"2014","Denmark","For-profit private ownership","Per hundred thousand inhabitants","5.85",""
"2014","Germany (until 1990 former territory of the FRG)","Public ownership","Number","271 079.00",""
"2014","Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...","298.74",""
"2014","Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants","334.74",""
"2014","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number","195 052.00",""
"2014","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...","415.18",""
"2014","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants","240.86",""
"2014","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number","200 206.00",""
"2014","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...","404.50",""
"2014","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants","247.22",""
"2014","Estonia","Public ownership","Number","6 107.00",""
"2014","Estonia","Public ownership","Inhabitants per ...","215.38",""
"2014","Estonia","Public ownership","Per hundred thousand inhabitants","464.29",""
"2014","Estonia","Not-for-profit private ownership","Number","167.00",""
"2014","Estonia","Not-for-profit private ownership","Inhabitants per ...","7 876.31",""
"2014","Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants","12.70",""
"2014","Estonia","For-profit private ownership","Number","310.00",""
"2014","Estonia","For-profit private ownership","Inhabitants per ...","4 243.05",""
"2014","Estonia","For-profit private ownership","Per hundred thousand inhabitants","23.57",""
"2014","Greece","Public ownership","Number","30 157.00",""
"2014","Greece","Public ownership","Inhabitants per ...","361.19",""
"2014","Greece","Public ownership","Per hundred thousand inhabitants","276.86",""
"2014","Greece","Not-for-profit private ownership","Number","884.00",""
"2014","Greece","Not-for-profit private ownership","Inhabitants per ...","12 321.73",""
"2014","Greece","Not-for-profit private ownership","Per hundred thousand inhabitants","8.12",""
"2014","Greece","For-profit private ownership","Number","15 119.00",""
"2014","Greece","For-profit private ownership","Inhabitants per ...","720.45",""
"2014","Greece","For-profit private ownership","Per hundred thousand inhabitants","138.80",""
"2014","Spain","Public ownership","Number","94 546.00",""
"2014","Spain","Public ownership","Inhabitants per ...","491.62",""
"2014","Spain","Public ownership","Per hundred thousand inhabitants","203.41",""
"2014","Spain","Not-for-profit private ownership","Number","17 218.00",""
"2014","Spain","Not-for-profit private ownership","Inhabitants per ...","2 699.55",""
"2014","Spain","Not-for-profit private ownership","Per hundred thousand inhabitants","37.04",""
"2014","Spain","For-profit private ownership","Number","26 113.00",""
"2014","Spain","For-profit private ownership","Inhabitants per ...","1 779.99",""
"2014","Spain","For-profit private ownership","Per hundred thousand inhabitants","56.18",""
"2014","France","Public ownership","Number","256 229.00",""
"2014","France","Public ownership","Inhabitants per ...","258.80",""
"2014","France","Public ownership","Per hundred thousand inhabitants","386.40",""
"2014","France","Not-for-profit private ownership","Number","57 176.00",""
"2014","France","Not-for-profit private ownership","Inhabitants per ...","1 159.79",""
"2014","France","Not-for-profit private ownership","Per hundred thousand inhabitants","86.22",""
"2014","France","For-profit private ownership","Number","97 516.00",""
"2014","France","For-profit private ownership","Inhabitants per ...","680.01",""
"2014","France","For-profit private ownership","Per hundred thousand inhabitants","147.06",""
"2014","Croatia","Public ownership","Number","24 611.00",""
"2014","Croatia","Public ownership","Inhabitants per ...","172.12",""
"2014","Croatia","Public ownership","Per hundred thousand inhabitants","580.99",""
"2014","Croatia","Not-for-profit private ownership","Number","140.00",""
"2014","Croatia","Not-for-profit private ownership","Inhabitants per ...","30 257.59",""
"2014","Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants","3.30",""
"2014","Croatia","For-profit private ownership","Number","268.00",""
"2014","Croatia","For-profit private ownership","Inhabitants per ...","15 806.20",""
"2014","Croatia","For-profit private ownership","Per hundred thousand inhabitants","6.33",""
"2014","Italy","Public ownership","Number","131 780.00",""
"2014","Italy","Public ownership","Inhabitants per ...","461.29",""
"2014","Italy","Public ownership","Per hundred thousand inhabitants","216.78",""
"2014","Italy","Not-for-profit private ownership","Number","7 453.00",""
"2014","Italy","Not-for-profit private ownership","Inhabitants per ...","8 156.33",""
"2014","Italy","Not-for-profit private ownership","Per hundred thousand inhabitants","12.26",""
"2014","Italy","For-profit private ownership","Number","55 956.00",""
"2014","Italy","For-profit private ownership","Inhabitants per ...","1 086.37",""
"2014","Italy","For-profit private ownership","Per hundred thousand inhabitants","92.05",""
"2014","Cyprus","Public ownership","Number","1 527.00",""
"2014","Cyprus","Public ownership","Inhabitants per ...","558.29",""
"2014","Cyprus","Public ownership","Per hundred thousand inhabitants","179.12",""
"2014","Cyprus","Not-for-profit private ownership","Number","0.00",""
"2014","Cyprus","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Cyprus","For-profit private ownership","Number","1 385.00",""
"2014","Cyprus","For-profit private ownership","Inhabitants per ...","615.53",""
"2014","Cyprus","For-profit private ownership","Per hundred thousand inhabitants","162.46",""
"2014","Latvia","Public ownership","Number","10 170.00",""
"2014","Latvia","Public ownership","Inhabitants per ...","196.05",""
"2014","Latvia","Public ownership","Per hundred thousand inhabitants","510.09",""
"2014","Latvia","Not-for-profit private ownership","Number","0.00",""
"2014","Latvia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Latvia","For-profit private ownership","Number","1 109.00",""
"2014","Latvia","For-profit private ownership","Inhabitants per ...","1 797.82",""
"2014","Latvia","For-profit private ownership","Per hundred thousand inhabitants","55.62",""
"2014","Lithuania","Public ownership","Number","21 169.00",""
"2014","Lithuania","Public ownership","Inhabitants per ...","138.52",""
"2014","Lithuania","Public ownership","Per hundred thousand inhabitants","721.91",""
"2014","Lithuania","Not-for-profit private ownership","Number","0.00",""
"2014","Lithuania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Lithuania","For-profit private ownership","Number","131.00",""
"2014","Lithuania","For-profit private ownership","Inhabitants per ...","22 384.48",""
"2014","Lithuania","For-profit private ownership","Per hundred thousand inhabitants","4.47",""
"2014","Hungary","Public ownership","Number",":",""
"2014","Hungary","Public ownership","Inhabitants per ...",":",""
"2014","Hungary","Public ownership","Per hundred thousand inhabitants",":",""
"2014","Hungary","Not-for-profit private ownership","Number",":",""
"2014","Hungary","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Hungary","For-profit private ownership","Number",":",""
"2014","Hungary","For-profit private ownership","Inhabitants per ...",":",""
"2014","Hungary","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Malta","Public ownership","Number","1 889.00",""
"2014","Malta","Public ownership","Inhabitants per ...","230.05",""
"2014","Malta","Public ownership","Per hundred thousand inhabitants","434.70",""
"2014","Malta","Not-for-profit private ownership","Number","0.00",""
"2014","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Malta","For-profit private ownership","Number","105.00",""
"2014","Malta","For-profit private ownership","Inhabitants per ...","4 138.64",""
"2014","Malta","For-profit private ownership","Per hundred thousand inhabitants","24.16",""
"2014","Netherlands","Public ownership","Number",":",""
"2014","Netherlands","Public ownership","Inhabitants per ...",":",""
"2014","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2014","Netherlands","Not-for-profit private ownership","Number","60 824.00",""
"2014","Netherlands","Not-for-profit private ownership","Inhabitants per ...","277.28",""
"2014","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants","360.65",""
"2014","Netherlands","For-profit private ownership","Number",":",""
"2014","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2014","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Austria","Public ownership","Number","44 823.00",""
"2014","Austria","Public ownership","Inhabitants per ...","190.67",""
"2014","Austria","Public ownership","Per hundred thousand inhabitants","524.47",""
"2014","Austria","Not-for-profit private ownership","Number","11 263.00",""
"2014","Austria","Not-for-profit private ownership","Inhabitants per ...","758.80",""
"2014","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants","131.79",""
"2014","Austria","For-profit private ownership","Number","8 729.00",""
"2014","Austria","For-profit private ownership","Inhabitants per ...","979.08",""
"2014","Austria","For-profit private ownership","Per hundred thousand inhabitants","102.14",""
"2014","Poland","Public ownership","Number",":",""
"2014","Poland","Public ownership","Inhabitants per ...",":",""
"2014","Poland","Public ownership","Per hundred thousand inhabitants",":",""
"2014","Poland","Not-for-profit private ownership","Number",":",""
"2014","Poland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Poland","For-profit private ownership","Number",":",""
