"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2012","Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","1.81",""
"2012","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","2.19",""
"2012","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.62",""
"2012","Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","1.58",""
"2012","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","1.43",""
"2012","Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.51",""
"2012","Greece","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.92",""
"2012","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2012","Greece","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2012","Greece","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2012","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2012","Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2012","Greece","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2012","Spain","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","804.00",""
"2012","Spain","Number","Computed Tomography Scanners","Hospitals","694.00",""
"2012","Spain","Number","Computed Tomography Scanners","Providers of ambulatory health care","110.00",""
"2012","Spain","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","691.00",""
"2012","Spain","Number","Magnetic Resonance Imaging Units","Hospitals","471.00",""
"2012","Spain","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","220.00",""
"2012","Spain","Number","Gamma cameras","Hospitals and providers of ambulatory health care","291.00",""
"2012","Spain","Number","Gamma cameras","Hospitals","265.00",""
"2012","Spain","Number","Gamma cameras","Providers of ambulatory health care","26.00",""
"2012","Spain","Number","Angiography units","Hospitals and providers of ambulatory health care","264.00",""
"2012","Spain","Number","Angiography units","Hospitals","246.00",""
"2012","Spain","Number","Angiography units","Providers of ambulatory health care","18.00",""
"2012","Spain","Number","Lithotriptors","Hospitals and providers of ambulatory health care","85.00",""
"2012","Spain","Number","Lithotriptors","Hospitals","84.00",""
"2012","Spain","Number","Lithotriptors","Providers of ambulatory health care","1.00",""
"2012","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","58 175.44",""
"2012","Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals","67 396.33",""
"2012","Spain","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","425 209.59",""
"2012","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","67 688.94",""
"2012","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","99 305.85",""
"2012","Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","212 604.79",""
"2012","Spain","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","160 732.15",""
"2012","Spain","Inhabitants per ...","Gamma cameras","Hospitals","176 502.09",""
"2012","Spain","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","1 798 963.63",""
"2012","Spain","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","177 170.66",""
"2012","Spain","Inhabitants per ...","Angiography units","Hospitals","190 134.37",""
"2012","Spain","Inhabitants per ...","Angiography units","Providers of ambulatory health care","2 598 503.03",""
"2012","Spain","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","550 271.23",""
"2012","Spain","Inhabitants per ...","Lithotriptors","Hospitals","556 822.08",""
"2012","Spain","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care","46 773 054.50",""
"2012","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.72",""
"2012","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.48",""
"2012","Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.24",""
"2012","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.48",""
"2012","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","1.01",""
"2012","Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.47",""
"2012","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.62",""
"2012","Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.57",""
"2012","Spain","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.06",""
"2012","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.56",""
"2012","Spain","Per hundred thousand inhabitants","Angiography units","Hospitals","0.53",""
"2012","Spain","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.04",""
"2012","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.18",""
"2012","Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.18",""
"2012","Spain","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.00",""
"2012","France","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","883.00",""
"2012","France","Number","Computed Tomography Scanners","Hospitals","734.00",""
"2012","France","Number","Computed Tomography Scanners","Providers of ambulatory health care","149.00",""
"2012","France","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","566.00",""
"2012","France","Number","Magnetic Resonance Imaging Units","Hospitals","443.00",""
"2012","France","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","123.00",""
"2012","France","Number","Gamma cameras","Hospitals and providers of ambulatory health care","379.00",""
"2012","France","Number","Gamma cameras","Hospitals","319.00",""
"2012","France","Number","Gamma cameras","Providers of ambulatory health care","60.00",""
"2012","France","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2012","France","Number","Angiography units","Hospitals","530.00",""
"2012","France","Number","Angiography units","Providers of ambulatory health care",":",""
"2012","France","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2012","France","Number","Lithotriptors","Hospitals","179.00",""
"2012","France","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2012","France","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","74 109.48",""
"2012","France","Inhabitants per ...","Computed Tomography Scanners","Hospitals","89 153.50",""
"2012","France","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","439 185.68",""
"2012","France","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","115 616.02",""
"2012","France","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","147 717.08",""
"2012","France","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","532 021.68",""
"2012","France","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","172 661.39",""
"2012","France","Inhabitants per ...","Gamma cameras","Hospitals","205 136.89",""
"2012","France","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","1 090 644.44",""
"2012","France","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2012","France","Inhabitants per ...","Angiography units","Hospitals","123 469.18",""
"2012","France","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2012","France","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2012","France","Inhabitants per ...","Lithotriptors","Hospitals","365 579.14",""
"2012","France","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2012","France","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.35",""
"2012","France","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.12",""
"2012","France","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.23",""
"2012","France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","0.86",""
"2012","France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.68",""
"2012","France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.19",""
"2012","France","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.58",""
"2012","France","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.49",""
"2012","France","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.09",""
"2012","France","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2012","France","Per hundred thousand inhabitants","Angiography units","Hospitals","0.81",""
"2012","France","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2012","France","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2012","France","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.27",""
"2012","France","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2012","Croatia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","67.00",""
"2012","Croatia","Number","Computed Tomography Scanners","Hospitals","49.00",""
"2012","Croatia","Number","Computed Tomography Scanners","Providers of ambulatory health care","18.00",""
"2012","Croatia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","42.00",""
"2012","Croatia","Number","Magnetic Resonance Imaging Units","Hospitals","25.00",""
"2012","Croatia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","17.00",""
"2012","Croatia","Number","Gamma cameras","Hospitals and providers of ambulatory health care","27.00",""
"2012","Croatia","Number","Gamma cameras","Hospitals","26.00",""
