"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","16 342",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","16 019",""
"2014","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","109",""
"2014","Estonia","Number","Total","Other sepsis","18",""
"2014","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","369",""
"2014","Estonia","Number","Total","Pneumonia, organism unspecified","110",""
"2014","Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","159",""
"2014","Ireland","Number","Total","Other sepsis","137",""
"2014","Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","633",""
"2014","Ireland","Number","Total","Pneumonia, organism unspecified","989",""
"2014","Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","404",""
"2014","Greece","Number","Total","Other sepsis","3 111",""
"2014","Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","6 395",""
"2014","Greece","Number","Total","Pneumonia, organism unspecified","1 005",""
"2014","Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 284",""
"2014","Spain","Number","Total","Other sepsis","3 224",""
"2014","Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","13 197",""
"2014","Spain","Number","Total","Pneumonia, organism unspecified","8 080",""
"2014","France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 397",""
"2014","France","Number","Total","Other sepsis","5 333",""
"2014","France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","12 390",""
"2014","France","Number","Total","Pneumonia, organism unspecified","10 444",""
"2014","France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 090",""
"2014","France (metropolitan)","Number","Total","Other sepsis","5 188",""
"2014","France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","12 086",""
"2014","France (metropolitan)","Number","Total","Pneumonia, organism unspecified","10 231",""
"2014","Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","155",""
"2014","Croatia","Number","Total","Other sepsis","196",""
"2014","Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","735",""
"2014","Croatia","Number","Total","Pneumonia, organism unspecified","370",""
"2014","Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 644",""
"2014","Italy","Number","Total","Other sepsis","7 573",""
"2014","Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","10 547",""
"2014","Italy","Number","Total","Pneumonia, organism unspecified","8 935",""
"2014","Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","52",""
"2014","Cyprus","Number","Total","Other sepsis","61",""
"2014","Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","154",""
"2014","Cyprus","Number","Total","Pneumonia, organism unspecified","65",""
"2014","Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","256",""
"2014","Latvia","Number","Total","Other sepsis","33",""
"2014","Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","432",""
"2014","Latvia","Number","Total","Pneumonia, organism unspecified","339",""
"2014","Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","344",""
"2014","Lithuania","Number","Total","Other sepsis","330",""
"2014","Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","700",""
"2014","Lithuania","Number","Total","Pneumonia, organism unspecified","409",""
"2014","Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","22",""
"2014","Luxembourg","Number","Total","Other sepsis","31",""
"2014","Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","73",""
"2014","Luxembourg","Number","Total","Pneumonia, organism unspecified","64",""
"2014","Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","755",""
"2014","Hungary","Number","Total","Other sepsis","55",""
"2014","Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 043",""
"2014","Hungary","Number","Total","Pneumonia, organism unspecified","294",""
"2014","Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","10",""
"2014","Malta","Number","Total","Other sepsis","18",""
"2014","Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","115",""
"2014","Malta","Number","Total","Pneumonia, organism unspecified","111",""
"2014","Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 432",""
"2014","Netherlands","Number","Total","Other sepsis","1 688",""
"2014","Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 924",""
"2014","Netherlands","Number","Total","Pneumonia, organism unspecified","2 859",""
"2014","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","612",""
"2014","Austria","Number","Total","Other sepsis","109",""
"2014","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","976",""
"2014","Austria","Number","Total","Pneumonia, organism unspecified","692",""
"2014","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 625",""
"2014","Poland","Number","Total","Other sepsis","307",""
"2014","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","8 023",""
"2014","Poland","Number","Total","Pneumonia, organism unspecified","9 925",""
"2014","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 223",""
"2014","Portugal","Number","Total","Other sepsis","997",""
"2014","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 313",""
"2014","Portugal","Number","Total","Pneumonia, organism unspecified","5 172",""
"2014","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 655",""
"2014","Romania","Number","Total","Other sepsis","1 019",""
"2014","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 163",""
"2014","Romania","Number","Total","Pneumonia, organism unspecified","5 622",""
"2014","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","57",""
"2014","Slovenia","Number","Total","Other sepsis","90",""
"2014","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","462",""
"2014","Slovenia","Number","Total","Pneumonia, organism unspecified","456",""
"2014","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","156",""
"2014","Slovakia","Number","Total","Other sepsis","213",""
"2014","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 428",""
"2014","Slovakia","Number","Total","Pneumonia, organism unspecified","1 257",""
"2014","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","182",""
"2014","Finland","Number","Total","Other sepsis","127",""
"2014","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","684",""
"2014","Finland","Number","Total","Pneumonia, organism unspecified","140",""
"2014","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 113",""
"2014","Sweden","Number","Total","Other sepsis","1 000",""
"2014","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 364",""
"2014","Sweden","Number","Total","Pneumonia, organism unspecified","1 688",""
"2014","Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","17",""
"2014","Iceland","Number","Total","Other sepsis","12",""
"2014","Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","18",""
"2014","Iceland","Number","Total","Pneumonia, organism unspecified","59",""
"2014","Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",":",""
"2014","Liechtenstein","Number","Total","Other sepsis","2",""
"2014","Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1",""
"2014","Liechtenstein","Number","Total","Pneumonia, organism unspecified","11",""
"2014","Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","586",""
"2014","Norway","Number","Total","Other sepsis","328",""
"2014","Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","816",""
"2014","Norway","Number","Total","Pneumonia, organism unspecified","1 246",""
"2014","Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","593",""
"2014","Switzerland","Number","Total","Other sepsis","172",""
"2014","Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 712",""
"2014","Switzerland","Number","Total","Pneumonia, organism unspecified","1 015",""
"2014","United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 308",""
"2014","United Kingdom","Number","Total","Other sepsis","2 739",""
"2014","United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","19 823",""
"2014","United Kingdom","Number","Total","Pneumonia, organism unspecified","28 011",""
"2014","Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","357",""
"2014","Serbia","Number","Total","Other sepsis","198",""
"2014","Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 235",""
