"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2013","France","Preventable mortality","Total","Total","Number","77 270",""
"2013","France","Preventable mortality","Total","Total","Rate","140.08",""
"2013","France","Preventable mortality","Males","Total","Number","57 862.5",""
"2013","France","Preventable mortality","Males","Total","Rate","218.86",""
"2013","France","Preventable mortality","Females","Total","Number","19 407.5",""
"2013","France","Preventable mortality","Females","Total","Rate","67.78",""
"2013","France","Treatable mortality","Total","Total","Number","35 426",""
"2013","France","Treatable mortality","Total","Total","Rate","65.08",""
"2013","France","Treatable mortality","Males","Total","Number","18 062.5",""
"2013","France","Treatable mortality","Males","Total","Rate","69.75",""
"2013","France","Treatable mortality","Females","Total","Number","17 363.5",""
"2013","France","Treatable mortality","Females","Total","Rate","61.02",""
"2013","Croatia","Total","Total","Total","Number","14 937",""
"2013","Croatia","Total","Total","Total","Rate","384.47",""
"2013","Croatia","Total","Males","Total","Number","10 087",""
"2013","Croatia","Total","Males","Total","Rate","563.6",""
"2013","Croatia","Total","Females","Total","Number","4 850",""
"2013","Croatia","Total","Females","Total","Rate","231.6",""
"2013","Croatia","Preventable mortality","Total","Total","Number","9 470.5",""
"2013","Croatia","Preventable mortality","Total","Total","Rate","242.72",""
"2013","Croatia","Preventable mortality","Males","Total","Number","6 982.5",""
"2013","Croatia","Preventable mortality","Males","Total","Rate","387.01",""
"2013","Croatia","Preventable mortality","Females","Total","Number","2 488",""
"2013","Croatia","Preventable mortality","Females","Total","Rate","118.38",""
"2013","Croatia","Treatable mortality","Total","Total","Number","5 466.5",""
"2013","Croatia","Treatable mortality","Total","Total","Rate","141.75",""
"2013","Croatia","Treatable mortality","Males","Total","Number","3 104.5",""
"2013","Croatia","Treatable mortality","Males","Total","Rate","176.58",""
"2013","Croatia","Treatable mortality","Females","Total","Number","2 362",""
"2013","Croatia","Treatable mortality","Females","Total","Rate","113.21",""
"2013","Italy","Total","Total","Total","Number","104 695",""
"2013","Italy","Total","Total","Total","Rate","187.83",""
"2013","Italy","Total","Males","Total","Number","67 318",""
"2013","Italy","Total","Males","Total","Rate","253.6",""
"2013","Italy","Total","Females","Total","Number","37 377",""
"2013","Italy","Total","Females","Total","Rate","128.02",""
"2013","Italy","Preventable mortality","Total","Total","Number","64 978",""
"2013","Italy","Preventable mortality","Total","Total","Rate","116.43",""
"2013","Italy","Preventable mortality","Males","Total","Number","46 733",""
"2013","Italy","Preventable mortality","Males","Total","Rate","175.62",""
"2013","Italy","Preventable mortality","Females","Total","Number","18 245",""
"2013","Italy","Preventable mortality","Females","Total","Rate","62.41",""
"2013","Italy","Treatable mortality","Total","Total","Number","39 717",""
"2013","Italy","Treatable mortality","Total","Total","Rate","71.4",""
"2013","Italy","Treatable mortality","Males","Total","Number","20 585",""
"2013","Italy","Treatable mortality","Males","Total","Rate","77.97",""
"2013","Italy","Treatable mortality","Females","Total","Number","19 132",""
"2013","Italy","Treatable mortality","Females","Total","Rate","65.61",""
"2013","Cyprus","Total","Total","Total","Number","1 199",""
"2013","Cyprus","Total","Total","Total","Rate","182.29",""
"2013","Cyprus","Total","Males","Total","Number","835",""
"2013","Cyprus","Total","Males","Total","Rate","260.84",""
"2013","Cyprus","Total","Females","Total","Number","364",""
"2013","Cyprus","Total","Females","Total","Rate","108.93",""
"2013","Cyprus","Preventable mortality","Total","Total","Number","721.5",""
"2013","Cyprus","Preventable mortality","Total","Total","Rate","108.23",""
"2013","Cyprus","Preventable mortality","Males","Total","Number","561.5",""
"2013","Cyprus","Preventable mortality","Males","Total","Rate","172.97",""
"2013","Cyprus","Preventable mortality","Females","Total","Number","160",""
"2013","Cyprus","Preventable mortality","Females","Total","Rate","47.75",""
"2013","Cyprus","Treatable mortality","Total","Total","Number","477.5",""
"2013","Cyprus","Treatable mortality","Total","Total","Rate","74.06",""
"2013","Cyprus","Treatable mortality","Males","Total","Number","273.5",""
"2013","Cyprus","Treatable mortality","Males","Total","Rate","87.87",""
"2013","Cyprus","Treatable mortality","Females","Total","Number","204",""
"2013","Cyprus","Treatable mortality","Females","Total","Rate","61.18",""
"2013","Latvia","Total","Total","Total","Number","10 727",""
"2013","Latvia","Total","Total","Total","Rate","581.64",""
"2013","Latvia","Total","Males","Total","Number","6 997",""
"2013","Latvia","Total","Males","Total","Rate","913.63",""
"2013","Latvia","Total","Females","Total","Number","3 730",""
"2013","Latvia","Total","Females","Total","Rate","343.06",""
"2013","Latvia","Preventable mortality","Total","Total","Number","6 660",""
"2013","Latvia","Preventable mortality","Total","Total","Rate","360.78",""
"2013","Latvia","Preventable mortality","Males","Total","Number","4 710.5",""
"2013","Latvia","Preventable mortality","Males","Total","Rate","607.85",""
"2013","Latvia","Preventable mortality","Females","Total","Number","1 949.5",""
"2013","Latvia","Preventable mortality","Females","Total","Rate","181.2",""
"2013","Latvia","Treatable mortality","Total","Total","Number","4 067",""
"2013","Latvia","Treatable mortality","Total","Total","Rate","220.85",""
"2013","Latvia","Treatable mortality","Males","Total","Number","2 286.5",""
"2013","Latvia","Treatable mortality","Males","Total","Rate","305.78",""
"2013","Latvia","Treatable mortality","Females","Total","Number","1 780.5",""
"2013","Latvia","Treatable mortality","Females","Total","Rate","161.86",""
"2013","Lithuania","Total","Total","Total","Number","15 151",""
"2013","Lithuania","Total","Total","Total","Rate","579.86",""
"2013","Lithuania","Total","Males","Total","Number","10 461",""
"2013","Lithuania","Total","Males","Total","Rate","942.67",""
"2013","Lithuania","Total","Females","Total","Number","4 690",""
"2013","Lithuania","Total","Females","Total","Rate","310.8",""
"2013","Lithuania","Preventable mortality","Total","Total","Number","9 602",""
"2013","Lithuania","Preventable mortality","Total","Total","Rate","365.13",""
"2013","Lithuania","Preventable mortality","Males","Total","Number","7 119.5",""
"2013","Lithuania","Preventable mortality","Males","Total","Rate","630.27",""
"2013","Lithuania","Preventable mortality","Females","Total","Number","2 482.5",""
"2013","Lithuania","Preventable mortality","Females","Total","Rate","165.21",""
"2013","Lithuania","Treatable mortality","Total","Total","Number","5 549",""
"2013","Lithuania","Treatable mortality","Total","Total","Rate","214.73",""
"2013","Lithuania","Treatable mortality","Males","Total","Number","3 341.5",""
"2013","Lithuania","Treatable mortality","Males","Total","Rate","312.41",""
"2013","Lithuania","Treatable mortality","Females","Total","Number","2 207.5",""
"2013","Lithuania","Treatable mortality","Females","Total","Rate","145.59",""
"2013","Luxembourg","Total","Total","Total","Number","959",""
"2013","Luxembourg","Total","Total","Total","Rate","231.21",""
"2013","Luxembourg","Total","Males","Total","Number","600",""
"2013","Luxembourg","Total","Males","Total","Rate","295.49",""
"2013","Luxembourg","Total","Females","Total","Number","359",""
"2013","Luxembourg","Total","Females","Total","Rate","169.37",""
"2013","Luxembourg","Preventable mortality","Total","Total","Number","614",""
"2013","Luxembourg","Preventable mortality","Total","Total","Rate","147.56",""
"2013","Luxembourg","Preventable mortality","Males","Total","Number","422.5",""
"2013","Luxembourg","Preventable mortality","Males","Total","Rate","207.49",""
"2013","Luxembourg","Preventable mortality","Females","Total","Number","191.5",""
"2013","Luxembourg","Preventable mortality","Females","Total","Rate","89.76",""
"2013","Luxembourg","Treatable mortality","Total","Total","Number","345",""
"2013","Luxembourg","Treatable mortality","Total","Total","Rate","83.65",""
"2013","Luxembourg","Treatable mortality","Males","Total","Number","177.5",""
"2013","Luxembourg","Treatable mortality","Males","Total","Rate","88",""
"2013","Luxembourg","Treatable mortality","Females","Total","Number","167.5",""
"2013","Luxembourg","Treatable mortality","Females","Total","Rate","79.61",""
"2013","Hungary","Total","Total","Total","Number","46 724",""
"2013","Hungary","Total","Total","Total","Rate","516.64",""
"2013","Hungary","Total","Males","Total","Number","29 847",""
"2013","Hungary","Total","Males","Total","Rate","744.78",""
"2013","Hungary","Total","Females","Total","Number","16 877",""
"2013","Hungary","Total","Females","Total","Rate","335.53",""
"2013","Hungary","Preventable mortality","Total","Total","Number","30 158.5",""
"2013","Hungary","Preventable mortality","Total","Total","Rate","331.7",""
"2013","Hungary","Preventable mortality","Males","Total","Number","20 479.5",""
"2013","Hungary","Preventable mortality","Males","Total","Rate","506.31",""
"2013","Hungary","Preventable mortality","Females","Total","Number","9 679",""
"2013","Hungary","Preventable mortality","Females","Total","Rate","191.96",""
"2013","Hungary","Treatable mortality","Total","Total","Number","16 565.5",""
"2013","Hungary","Treatable mortality","Total","Total","Rate","184.94",""
"2013","Hungary","Treatable mortality","Males","Total","Number","9 367.5",""
"2013","Hungary","Treatable mortality","Males","Total","Rate","238.47",""
"2013","Hungary","Treatable mortality","Females","Total","Number","7 198",""
"2013","Hungary","Treatable mortality","Females","Total","Rate","143.57",""
"2013","Malta","Total","Total","Total","Number","801",""
"2013","Malta","Total","Total","Total","Rate","209.74",""
"2013","Malta","Total","Males","Total","Number","527",""
"2013","Malta","Total","Males","Total","Rate","281.59",""
"2013","Malta","Total","Females","Total","Number","274",""
"2013","Malta","Total","Females","Total","Rate","141.88",""
"2013","Malta","Preventable mortality","Total","Total","Number","453.5",""
"2013","Malta","Preventable mortality","Total","Total","Rate","118.09",""
"2013","Malta","Preventable mortality","Males","Total","Number","336",""
"2013","Malta","Preventable mortality","Males","Total","Rate","179.17",""
"2013","Malta","Preventable mortality","Females","Total","Number","117.5",""
"2013","Malta","Preventable mortality","Females","Total","Rate","60.33",""
"2013","Malta","Treatable mortality","Total","Total","Number","347.5",""
"2013","Malta","Treatable mortality","Total","Total","Rate","91.64",""
"2013","Malta","Treatable mortality","Males","Total","Number","191",""
"2013","Malta","Treatable mortality","Males","Total","Rate","102.42",""
"2013","Malta","Treatable mortality","Females","Total","Number","156.5",""
"2013","Malta","Treatable mortality","Females","Total","Rate","81.55",""
"2013","Netherlands","Total","Total","Total","Number","31 156",""
"2013","Netherlands","Total","Total","Total","Rate","210.35",""
"2013","Netherlands","Total","Males","Total","Number","18 332",""
"2013","Netherlands","Total","Males","Total","Rate","251.37",""
"2013","Netherlands","Total","Females","Total","Number","12 824",""
"2013","Netherlands","Total","Females","Total","Rate","170.65",""
"2013","Netherlands","Preventable mortality","Total","Total","Number","20 261",""
"2013","Netherlands","Preventable mortality","Total","Total","Rate","136.5",""
"2013","Netherlands","Preventable mortality","Males","Total","Number","12 886",""
"2013","Netherlands","Preventable mortality","Males","Total","Rate","176.05",""
"2013","Netherlands","Preventable mortality","Females","Total","Number","7 375",""
"2013","Netherlands","Preventable mortality","Females","Total","Rate","98.04",""
"2013","Netherlands","Treatable mortality","Total","Total","Number","10 895",""
"2013","Netherlands","Treatable mortality","Total","Total","Rate","73.85",""
"2013","Netherlands","Treatable mortality","Males","Total","Number","5 446",""
"2013","Netherlands","Treatable mortality","Males","Total","Rate","75.33",""
"2013","Netherlands","Treatable mortality","Females","Total","Number","5 449",""
"2013","Netherlands","Treatable mortality","Females","Total","Rate","72.62",""
