"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2013,"United Kingdom","For-profit private ownership","Inhabitants per ...",1029.8,TRUE
2013,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",97.11,TRUE
2013,"Montenegro","Public ownership","Number",2416,FALSE
2013,"Montenegro","Public ownership","Inhabitants per ...",257.12,FALSE
2013,"Montenegro","Public ownership","Per hundred thousand inhabitants",388.92,FALSE
2013,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2013,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",9850.76,TRUE
2013,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2013,"Montenegro","For-profit private ownership","Number",8485,TRUE
2013,"Montenegro","For-profit private ownership","Inhabitants per ...",1029.8,TRUE
2013,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",97.11,TRUE
2013,"North Macedonia","Public ownership","Number",8905,FALSE
2013,"North Macedonia","Public ownership","Inhabitants per ...",231.78,FALSE
2013,"North Macedonia","Public ownership","Per hundred thousand inhabitants",431.44,FALSE
2013,"North Macedonia","Not-for-profit private ownership","Number",0,FALSE
2013,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",9850.76,TRUE
2013,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2013,"North Macedonia","For-profit private ownership","Number",272,FALSE
2013,"North Macedonia","For-profit private ownership","Inhabitants per ...",7588.35,FALSE
2013,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",13.18,FALSE
2013,"Serbia","Public ownership","Number",39396,FALSE
2013,"Serbia","Public ownership","Inhabitants per ...",181.85,FALSE
2013,"Serbia","Public ownership","Per hundred thousand inhabitants",549.91,FALSE
2013,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2013,"Serbia","Not-for-profit private ownership","Inhabitants per ...",9850.76,TRUE
2013,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2013,"Serbia","For-profit private ownership","Number",8485,TRUE
2013,"Serbia","For-profit private ownership","Inhabitants per ...",1029.8,TRUE
2013,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",97.11,TRUE
2013,"Turkey","Public ownership","Number",160594,FALSE
2013,"Turkey","Public ownership","Inhabitants per ...",474.16,FALSE
2013,"Turkey","Public ownership","Per hundred thousand inhabitants",210.9,FALSE
2013,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2013,"Turkey","Not-for-profit private ownership","Inhabitants per ...",9850.76,TRUE
2013,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2013,"Turkey","For-profit private ownership","Number",41437,FALSE
2013,"Turkey","For-profit private ownership","Inhabitants per ...",1837.67,FALSE
2013,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",54.42,FALSE
2014,"Belgium","Public ownership","Number",17606,FALSE
2014,"Belgium","Public ownership","Inhabitants per ...",636.66,FALSE
2014,"Belgium","Public ownership","Per hundred thousand inhabitants",157.07,FALSE
2014,"Belgium","Not-for-profit private ownership","Number",47984,FALSE
2014,"Belgium","Not-for-profit private ownership","Inhabitants per ...",233.6,FALSE
2014,"Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",428.08,FALSE
2014,"Belgium","For-profit private ownership","Number",17606,TRUE
2014,"Belgium","For-profit private ownership","Inhabitants per ...",636.66,TRUE
2014,"Belgium","For-profit private ownership","Per hundred thousand inhabitants",157.07,TRUE
2014,"Bulgaria","Public ownership","Number",41232,FALSE
2014,"Bulgaria","Public ownership","Inhabitants per ...",175.2,FALSE
2014,"Bulgaria","Public ownership","Per hundred thousand inhabitants",570.77,FALSE
2014,"Bulgaria","Not-for-profit private ownership","Number",0,FALSE
2014,"Bulgaria","Not-for-profit private ownership","Inhabitants per ...",175.2,TRUE
2014,"Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Bulgaria","For-profit private ownership","Number",10273,FALSE
2014,"Bulgaria","For-profit private ownership","Inhabitants per ...",703.2,FALSE
2014,"Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",142.21,FALSE
2014,"Czechia","Public ownership","Number",59787,FALSE
2014,"Czechia","Public ownership","Inhabitants per ...",176.05,FALSE
2014,"Czechia","Public ownership","Per hundred thousand inhabitants",568.03,FALSE
2014,"Czechia","Not-for-profit private ownership","Number",253,FALSE
2014,"Czechia","Not-for-profit private ownership","Inhabitants per ...",41602.16,FALSE
2014,"Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",2.4,FALSE
2014,"Czechia","For-profit private ownership","Number",10230,FALSE
2014,"Czechia","For-profit private ownership","Inhabitants per ...",1028.87,FALSE
2014,"Czechia","For-profit private ownership","Per hundred thousand inhabitants",97.19,FALSE
2014,"Denmark","Public ownership","Number",14232,FALSE
2014,"Denmark","Public ownership","Inhabitants per ...",396.53,FALSE
2014,"Denmark","Public ownership","Per hundred thousand inhabitants",252.19,FALSE
2014,"Denmark","Not-for-profit private ownership","Number",612,FALSE
2014,"Denmark","Not-for-profit private ownership","Inhabitants per ...",9221.36,FALSE
2014,"Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",10.84,FALSE
2014,"Denmark","For-profit private ownership","Number",330,FALSE
2014,"Denmark","For-profit private ownership","Inhabitants per ...",17101.44,FALSE
2014,"Denmark","For-profit private ownership","Per hundred thousand inhabitants",5.85,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Public ownership","Number",271079,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",298.74,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",334.74,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",195052,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",415.18,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",240.86,FALSE
2014,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",200206,FALSE
2014,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",404.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",247.22,FALSE
2014,"Estonia","Public ownership","Number",6107,FALSE
2014,"Estonia","Public ownership","Inhabitants per ...",215.38,FALSE
2014,"Estonia","Public ownership","Per hundred thousand inhabitants",464.29,FALSE
2014,"Estonia","Not-for-profit private ownership","Number",167,FALSE
2014,"Estonia","Not-for-profit private ownership","Inhabitants per ...",7876.31,FALSE
2014,"Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",12.7,FALSE
2014,"Estonia","For-profit private ownership","Number",310,FALSE
2014,"Estonia","For-profit private ownership","Inhabitants per ...",4243.05,FALSE
2014,"Estonia","For-profit private ownership","Per hundred thousand inhabitants",23.57,FALSE
2014,"Greece","Public ownership","Number",30157,FALSE
2014,"Greece","Public ownership","Inhabitants per ...",361.19,FALSE
2014,"Greece","Public ownership","Per hundred thousand inhabitants",276.86,FALSE
2014,"Greece","Not-for-profit private ownership","Number",884,FALSE
2014,"Greece","Not-for-profit private ownership","Inhabitants per ...",12321.73,FALSE
2014,"Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",8.12,FALSE
2014,"Greece","For-profit private ownership","Number",15119,FALSE
2014,"Greece","For-profit private ownership","Inhabitants per ...",720.45,FALSE
2014,"Greece","For-profit private ownership","Per hundred thousand inhabitants",138.8,FALSE
2014,"Spain","Public ownership","Number",94546,FALSE
2014,"Spain","Public ownership","Inhabitants per ...",491.62,FALSE
2014,"Spain","Public ownership","Per hundred thousand inhabitants",203.41,FALSE
2014,"Spain","Not-for-profit private ownership","Number",17218,FALSE
2014,"Spain","Not-for-profit private ownership","Inhabitants per ...",2699.55,FALSE
2014,"Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",37.04,FALSE
2014,"Spain","For-profit private ownership","Number",26113,FALSE
2014,"Spain","For-profit private ownership","Inhabitants per ...",1779.99,FALSE
2014,"Spain","For-profit private ownership","Per hundred thousand inhabitants",56.18,FALSE
2014,"France","Public ownership","Number",256229,FALSE
2014,"France","Public ownership","Inhabitants per ...",258.8,FALSE
2014,"France","Public ownership","Per hundred thousand inhabitants",386.4,FALSE
2014,"France","Not-for-profit private ownership","Number",57176,FALSE
2014,"France","Not-for-profit private ownership","Inhabitants per ...",1159.79,FALSE
2014,"France","Not-for-profit private ownership","Per hundred thousand inhabitants",86.22,FALSE
2014,"France","For-profit private ownership","Number",97516,FALSE
2014,"France","For-profit private ownership","Inhabitants per ...",680.01,FALSE
2014,"France","For-profit private ownership","Per hundred thousand inhabitants",147.06,FALSE
2014,"Croatia","Public ownership","Number",24611,FALSE
2014,"Croatia","Public ownership","Inhabitants per ...",172.12,FALSE
2014,"Croatia","Public ownership","Per hundred thousand inhabitants",580.99,FALSE
2014,"Croatia","Not-for-profit private ownership","Number",140,FALSE
2014,"Croatia","Not-for-profit private ownership","Inhabitants per ...",30257.59,FALSE
2014,"Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",3.3,FALSE
2014,"Croatia","For-profit private ownership","Number",268,FALSE
2014,"Croatia","For-profit private ownership","Inhabitants per ...",15806.2,FALSE
2014,"Croatia","For-profit private ownership","Per hundred thousand inhabitants",6.33,FALSE
2014,"Italy","Public ownership","Number",131780,FALSE
2014,"Italy","Public ownership","Inhabitants per ...",461.29,FALSE
2014,"Italy","Public ownership","Per hundred thousand inhabitants",216.78,FALSE
2014,"Italy","Not-for-profit private ownership","Number",7453,FALSE
2014,"Italy","Not-for-profit private ownership","Inhabitants per ...",8156.33,FALSE
2014,"Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",12.26,FALSE
2014,"Italy","For-profit private ownership","Number",55956,FALSE
2014,"Italy","For-profit private ownership","Inhabitants per ...",1086.37,FALSE
2014,"Italy","For-profit private ownership","Per hundred thousand inhabitants",92.05,FALSE
2014,"Cyprus","Public ownership","Number",1527,FALSE
2014,"Cyprus","Public ownership","Inhabitants per ...",558.29,FALSE
2014,"Cyprus","Public ownership","Per hundred thousand inhabitants",179.12,FALSE
2014,"Cyprus","Not-for-profit private ownership","Number",0,FALSE
2014,"Cyprus","Not-for-profit private ownership","Inhabitants per ...",9221.36,TRUE
2014,"Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Cyprus","For-profit private ownership","Number",1385,FALSE
2014,"Cyprus","For-profit private ownership","Inhabitants per ...",615.53,FALSE
2014,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",162.46,FALSE
2014,"Latvia","Public ownership","Number",10170,FALSE
2014,"Latvia","Public ownership","Inhabitants per ...",196.05,FALSE
2014,"Latvia","Public ownership","Per hundred thousand inhabitants",510.09,FALSE
2014,"Latvia","Not-for-profit private ownership","Number",0,FALSE
2014,"Latvia","Not-for-profit private ownership","Inhabitants per ...",9221.36,TRUE
2014,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Latvia","For-profit private ownership","Number",1109,FALSE
2014,"Latvia","For-profit private ownership","Inhabitants per ...",1797.82,FALSE
2014,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",55.62,FALSE
2014,"Lithuania","Public ownership","Number",21169,FALSE
2014,"Lithuania","Public ownership","Inhabitants per ...",138.52,FALSE
2014,"Lithuania","Public ownership","Per hundred thousand inhabitants",721.91,FALSE
2014,"Lithuania","Not-for-profit private ownership","Number",0,FALSE
2014,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",9221.36,TRUE
2014,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Lithuania","For-profit private ownership","Number",131,FALSE
2014,"Lithuania","For-profit private ownership","Inhabitants per ...",22384.48,FALSE
2014,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",4.47,FALSE
2014,"Hungary","Public ownership","Number",69427,TRUE
2014,"Hungary","Public ownership","Inhabitants per ...",143.78,TRUE
2014,"Hungary","Public ownership","Per hundred thousand inhabitants",695.52,TRUE
2014,"Hungary","Not-for-profit private ownership","Number",2085,TRUE
2014,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4796.17,TRUE
2014,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.85,TRUE
2014,"Hungary","For-profit private ownership","Number",187,TRUE
2014,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,TRUE
2014,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,TRUE
2014,"Malta","Public ownership","Number",1889,FALSE
2014,"Malta","Public ownership","Inhabitants per ...",230.05,FALSE
2014,"Malta","Public ownership","Per hundred thousand inhabitants",434.7,FALSE
